분석인덱스,시도명,시군구명,행정동명,일반결제년월,결제금액,전월결제금액,결제변화비율
1932,경기도,연천군,미산면,2020-03,1605650,1613060,-0.46
1933,경기도,연천군,백학면,2019-09,673520,673520,0.00
1934,경기도,연천군,백학면,2019-10,1753260,673520,160.31
1935,경기도,연천군,백학면,2019-11,2200550,1753260,25.51
1936,경기도,연천군,백학면,2019-12,2637630,2200550,19.86
1937,경기도,연천군,백학면,2020-01,3289420,2637630,24.71
1938,경기도,연천군,백학면,2020-02,2827490,3289420,-14.04
1939,경기도,연천군,백학면,2020-03,2546190,2827490,-9.95
1940,경기도,연천군,신서면,2019-09,1503270,1503270,0.00
1941,경기도,연천군,신서면,2019-10,8120820,1503270,440.21
1942,경기도,연천군,신서면,2019-11,7290600,8120820,-10.22
1943,경기도,연천군,신서면,2019-12,13205140,7290600,81.13
1944,경기도,연천군,신서면,2020-01,9596707,13205140,-27.33
1945,경기도,연천군,신서면,2020-02,8594001,9596707,-10.45
1946,경기도,연천군,신서면,2020-03,9341371,8594001,8.70
1947,경기도,연천군,연천읍,2019-09,10201890,10201890,0.00
1948,경기도,연천군,연천읍,2019-10,51790560,10201890,407.66
1949,경기도,연천군,연천읍,2019-11,50556946,51790560,-2.38
1950,경기도,연천군,연천읍,2019-12,66615428,50556946,31.76
1951,경기도,연천군,연천읍,2020-01,60497035,66615428,-9.18
1952,경기도,연천군,연천읍,2020-02,50851386,60497035,-15.94
1953,경기도,연천군,연천읍,2020-03,53391021,50851386,4.99
1954,경기도,연천군,왕징면,2019-09,390150,390150,0.00
1955,경기도,연천군,왕징면,2019-10,1088180,390150,178.91
1956,경기도,연천군,왕징면,2019-11,939990,1088180,-13.62
1957,경기도,연천군,왕징면,2019-12,1124820,939990,19.66
1958,경기도,연천군,왕징면,2020-01,1030820,1124820,-8.36
1959,경기도,연천군,왕징면,2020-02,1518560,1030820,47.32
1960,경기도,연천군,왕징면,2020-03,1255950,1518560,-17.29
1961,경기도,연천군,장남면,2019-09,5800,5800,0.00
1962,경기도,연천군,장남면,2019-10,12000,5800,106.90
1963,경기도,연천군,장남면,2019-11,66000,12000,450.00
1964,경기도,연천군,장남면,2019-12,20500,66000,-68.94
1965,경기도,연천군,장남면,2020-01,566000,20500,2660.98
1966,경기도,연천군,장남면,2020-02,915100,566000,61.68
1967,경기도,연천군,장남면,2020-03,352600,915100,-61.47
1968,경기도,연천군,전곡읍,2019-09,35317684,35317684,0.00
1969,경기도,연천군,전곡읍,2019-10,144889436,35317684,310.25
1970,경기도,연천군,전곡읍,2019-11,150039680,144889436,3.55
1971,경기도,연천군,전곡읍,2019-12,201688008,150039680,34.42
1972,경기도,연천군,전곡읍,2020-01,180817141,201688008,-10.35
1973,경기도,연천군,전곡읍,2020-02,145921417,180817141,-19.30
1974,경기도,연천군,전곡읍,2020-03,135049822,145921417,-7.45
1975,경기도,연천군,중면,2019-11,77000,77000,0.00
1976,경기도,연천군,중면,2019-12,55000,77000,-28.57
1977,경기도,연천군,중면,2020-03,134000,55000,143.64
1978,경기도,연천군,청산면,2019-09,2567530,2567530,0.00
1979,경기도,연천군,청산면,2019-10,9875180,2567530,284.62
1980,경기도,연천군,청산면,2019-11,10084790,9875180,2.12
1981,경기도,연천군,청산면,2019-12,13403530,10084790,32.91
1982,경기도,연천군,청산면,2020-01,10257980,13403530,-23.47
1983,경기도,연천군,청산면,2020-02,10521609,10257980,2.57
1984,경기도,연천군,청산면,2020-03,12268640,10521609,16.60
1985,경기도,오산시,남촌동,2019-09,5279336,5279336,0.00
1986,경기도,오산시,남촌동,2019-10,19784593,5279336,274.76
1987,경기도,오산시,남촌동,2019-11,22878443,19784593,15.64
1988,경기도,오산시,남촌동,2019-12,39088481,22878443,70.85
1989,경기도,오산시,남촌동,2020-01,39660616,39088481,1.46
1990,경기도,오산시,남촌동,2020-02,53809661,39660616,35.68
1991,경기도,오산시,남촌동,2020-03,61036292,53809661,13.43
1992,경기도,오산시,대원동,2019-09,37264781,37264781,0.00
1993,경기도,오산시,대원동,2019-10,124059420,37264781,232.91
1994,경기도,오산시,대원동,2019-11,120473792,124059420,-2.89
1995,경기도,오산시,대원동,2019-12,252821459,120473792,109.86
1996,경기도,오산시,대원동,2020-01,244492114,252821459,-3.29
1997,경기도,오산시,대원동,2020-02,297377845,244492114,21.63
1998,경기도,오산시,대원동,2020-03,346362500,297377845,16.47
1999,경기도,오산시,서탄면,2019-09,67700,67700,0.00
2000,경기도,오산시,서탄면,2019-10,280610,67700,314.49
2001,경기도,오산시,서탄면,2019-11,272180,280610,-3.00
2002,경기도,오산시,서탄면,2019-12,810620,272180,197.82
2003,경기도,오산시,서탄면,2020-01,1119700,810620,38.13
2004,경기도,오산시,서탄면,2020-02,1446450,1119700,29.18
2005,경기도,오산시,서탄면,2020-03,1735140,1446450,19.96
2006,경기도,오산시,세마동,2019-09,10709325,10709325,0.00
2007,경기도,오산시,세마동,2019-10,42053982,10709325,292.69
2008,경기도,오산시,세마동,2019-11,37357778,42053982,-11.17
2009,경기도,오산시,세마동,2019-12,72502110,37357778,94.08
2010,경기도,오산시,세마동,2020-01,80361663,72502110,10.84
2011,경기도,오산시,세마동,2020-02,100972031,80361663,25.65
2012,경기도,오산시,세마동,2020-03,121779492,100972031,20.61
2013,경기도,오산시,신장동,2019-09,25651713,25651713,0.00
2014,경기도,오산시,신장동,2019-10,88245475,25651713,244.01
2015,경기도,오산시,신장동,2019-11,81175955,88245475,-8.01
2016,경기도,오산시,신장동,2019-12,165599926,81175955,104.00
2017,경기도,오산시,신장동,2020-01,163222462,165599926,-1.44
2018,경기도,오산시,신장동,2020-02,198291187,163222462,21.49
2019,경기도,오산시,신장동,2020-03,221601825,198291187,11.76
2020,경기도,오산시,중앙동,2019-09,24202547,24202547,0.00
2021,경기도,오산시,중앙동,2019-10,85421060,24202547,252.94
2022,경기도,오산시,중앙동,2019-11,90641772,85421060,6.11
2023,경기도,오산시,중앙동,2019-12,152069013,90641772,67.77
2024,경기도,오산시,중앙동,2020-01,169693665,152069013,11.59
2025,경기도,오산시,중앙동,2020-02,190525771,169693665,12.28
2026,경기도,오산시,중앙동,2020-03,225236792,190525771,18.22
2027,경기도,오산시,초평동,2019-09,2964524,2964524,0.00
2028,경기도,오산시,초평동,2019-10,9376525,2964524,216.29
2029,경기도,오산시,초평동,2019-11,9799653,9376525,4.51
2030,경기도,오산시,초평동,2019-12,16826429,9799653,71.70
2031,경기도,오산시,초평동,2020-01,21071818,16826429,25.23
2032,경기도,오산시,초평동,2020-02,29592871,21071818,40.44
2033,경기도,오산시,초평동,2020-03,39165327,29592871,32.35
2034,경기도,용인시 기흥구,구갈동,2019-09,15250940,15250940,0.00
2035,경기도,용인시 기흥구,구갈동,2019-10,49765993,15250940,226.31
2036,경기도,용인시 기흥구,구갈동,2019-11,46443600,49765993,-6.68
2037,경기도,용인시 기흥구,구갈동,2019-12,66212590,46443600,42.57
2038,경기도,용인시 기흥구,구갈동,2020-01,86375845,66212590,30.45
2039,경기도,용인시 기흥구,구갈동,2020-02,102446943,86375845,18.61
2040,경기도,용인시 기흥구,구갈동,2020-03,130074645,102446943,26.97
2041,경기도,용인시 기흥구,구성동,2019-09,7201870,7201870,0.00
2042,경기도,용인시 기흥구,구성동,2019-10,30163829,7201870,318.83
2043,경기도,용인시 기흥구,구성동,2019-11,32551619,30163829,7.92
2044,경기도,용인시 기흥구,구성동,2019-12,37035897,32551619,13.78
2045,경기도,용인시 기흥구,구성동,2020-01,50161458,37035897,35.44
2046,경기도,용인시 기흥구,구성동,2020-02,53899890,50161458,7.45
2047,경기도,용인시 기흥구,구성동,2020-03,68071251,53899890,26.29
2048,경기도,용인시 기흥구,기흥동,2019-09,5372450,5372450,0.00
2049,경기도,용인시 기흥구,기흥동,2019-10,16206510,5372450,201.66
2050,경기도,용인시 기흥구,기흥동,2019-11,15690342,16206510,-3.18
2051,경기도,용인시 기흥구,기흥동,2019-12,18628032,15690342,18.72
2052,경기도,용인시 기흥구,기흥동,2020-01,21963491,18628032,17.91
2053,경기도,용인시 기흥구,기흥동,2020-02,32104402,21963491,46.17
2054,경기도,용인시 기흥구,기흥동,2020-03,39321741,32104402,22.48
2055,경기도,용인시 기흥구,동백1동,2019-09,10363073,10363073,0.00
2056,경기도,용인시 기흥구,동백1동,2019-10,35332434,10363073,240.95
2057,경기도,용인시 기흥구,동백1동,2019-11,34431957,35332434,-2.55
2058,경기도,용인시 기흥구,동백1동,2019-12,45340190,34431957,31.68
2059,경기도,용인시 기흥구,동백1동,2020-01,59664165,45340190,31.59
2060,경기도,용인시 기흥구,동백1동,2020-02,55404182,59664165,-7.14
2061,경기도,용인시 기흥구,동백1동,2020-03,70272959,55404182,26.84
2062,경기도,용인시 기흥구,동백2동,2019-09,12655940,12655940,0.00
2063,경기도,용인시 기흥구,동백2동,2019-10,40239436,12655940,217.95
2064,경기도,용인시 기흥구,동백2동,2019-11,36871080,40239436,-8.37
2065,경기도,용인시 기흥구,동백2동,2019-12,53242603,36871080,44.40
2066,경기도,용인시 기흥구,동백2동,2020-01,59927125,53242603,12.55
2067,경기도,용인시 기흥구,동백2동,2020-02,61015585,59927125,1.82
2068,경기도,용인시 기흥구,동백2동,2020-03,78691040,61015585,28.97
2069,경기도,용인시 기흥구,동백3동,2019-09,3939180,3939180,0.00
2070,경기도,용인시 기흥구,동백3동,2019-10,16664890,3939180,323.05
2071,경기도,용인시 기흥구,동백3동,2019-11,14590475,16664890,-12.45
2072,경기도,용인시 기흥구,동백3동,2019-12,20398060,14590475,39.80
2073,경기도,용인시 기흥구,동백3동,2020-01,24234185,20398060,18.81
2074,경기도,용인시 기흥구,동백3동,2020-02,26828370,24234185,10.70
2075,경기도,용인시 기흥구,동백3동,2020-03,43642560,26828370,62.67
2076,경기도,용인시 기흥구,마북동,2019-09,7822987,7822987,0.00
2077,경기도,용인시 기흥구,마북동,2019-10,29032339,7822987,271.12
2078,경기도,용인시 기흥구,마북동,2019-11,27539566,29032339,-5.14
2079,경기도,용인시 기흥구,마북동,2019-12,33247488,27539566,20.73
2080,경기도,용인시 기흥구,마북동,2020-01,47833535,33247488,43.87
2081,경기도,용인시 기흥구,마북동,2020-02,51126772,47833535,6.88
2082,경기도,용인시 기흥구,마북동,2020-03,71158840,51126772,39.18
2083,경기도,용인시 기흥구,모현읍,2019-12,8000,8000,0.00
2084,경기도,용인시 기흥구,모현읍,2020-01,4000,8000,-50.00
2085,경기도,용인시 기흥구,모현읍,2020-02,36000,4000,800.00
2086,경기도,용인시 기흥구,보라동,2019-09,8370960,8370960,0.00
2087,경기도,용인시 기흥구,보라동,2019-10,21506112,8370960,156.91
2088,경기도,용인시 기흥구,보라동,2019-11,19683950,21506112,-8.47
2089,경기도,용인시 기흥구,보라동,2019-12,27733950,19683950,40.90
2090,경기도,용인시 기흥구,보라동,2020-01,35065869,27733950,26.44
2091,경기도,용인시 기흥구,보라동,2020-02,42255671,35065869,20.50
2092,경기도,용인시 기흥구,보라동,2020-03,57718537,42255671,36.59
2093,경기도,용인시 기흥구,보정동,2019-09,30687420,30687420,0.00
2094,경기도,용인시 기흥구,보정동,2019-10,97315515,30687420,217.12
2095,경기도,용인시 기흥구,보정동,2019-11,96666861,97315515,-0.67
2096,경기도,용인시 기흥구,보정동,2019-12,137117933,96666861,41.85
2097,경기도,용인시 기흥구,보정동,2020-01,161969000,137117933,18.12
2098,경기도,용인시 기흥구,보정동,2020-02,159022578,161969000,-1.82
2099,경기도,용인시 기흥구,보정동,2020-03,207857808,159022578,30.71
2100,경기도,용인시 기흥구,상갈동,2019-09,3867410,3867410,0.00
2101,경기도,용인시 기흥구,상갈동,2019-10,9388757,3867410,142.77
2102,경기도,용인시 기흥구,상갈동,2019-11,8265018,9388757,-11.97
2103,경기도,용인시 기흥구,상갈동,2019-12,10986800,8265018,32.93
2104,경기도,용인시 기흥구,상갈동,2020-01,16156698,10986800,47.06
2105,경기도,용인시 기흥구,상갈동,2020-02,15924496,16156698,-1.44
2106,경기도,용인시 기흥구,상갈동,2020-03,26756183,15924496,68.02
2107,경기도,용인시 기흥구,상하동,2019-09,5429050,5429050,0.00
2108,경기도,용인시 기흥구,상하동,2019-10,20432151,5429050,276.35
2109,경기도,용인시 기흥구,상하동,2019-11,19070295,20432151,-6.67
2110,경기도,용인시 기흥구,상하동,2019-12,24861080,19070295,30.37
2111,경기도,용인시 기흥구,상하동,2020-01,31107968,24861080,25.13
2112,경기도,용인시 기흥구,상하동,2020-02,38103610,31107968,22.49
2113,경기도,용인시 기흥구,상하동,2020-03,45290966,38103610,18.86
2114,경기도,용인시 기흥구,서농동,2019-09,4045880,4045880,0.00
2115,경기도,용인시 기흥구,서농동,2019-10,15674355,4045880,287.42
2116,경기도,용인시 기흥구,서농동,2019-11,17633020,15674355,12.50
2117,경기도,용인시 기흥구,서농동,2019-12,25762710,17633020,46.10
2118,경기도,용인시 기흥구,서농동,2020-01,28172760,25762710,9.35
2119,경기도,용인시 기흥구,서농동,2020-02,31165170,28172760,10.62
2120,경기도,용인시 기흥구,서농동,2020-03,33667608,31165170,8.03
2121,경기도,용인시 기흥구,신갈동,2019-09,6265530,6265530,0.00
2122,경기도,용인시 기흥구,신갈동,2019-10,23986655,6265530,282.84
2123,경기도,용인시 기흥구,신갈동,2019-11,22653295,23986655,-5.56
2124,경기도,용인시 기흥구,신갈동,2019-12,28553230,22653295,26.04
2125,경기도,용인시 기흥구,신갈동,2020-01,44225300,28553230,54.89
2126,경기도,용인시 기흥구,신갈동,2020-02,51398710,44225300,16.22
2127,경기도,용인시 기흥구,신갈동,2020-03,62799850,51398710,22.18
2128,경기도,용인시 기흥구,영덕1동,2019-09,11633680,11633680,0.00
2129,경기도,용인시 기흥구,영덕1동,2019-10,41082100,11633680,253.13
2130,경기도,용인시 기흥구,영덕1동,2019-11,36791552,41082100,-10.44
2131,경기도,용인시 기흥구,영덕1동,2019-12,60814380,36791552,65.29
2132,경기도,용인시 기흥구,영덕1동,2020-01,57677680,60814380,-5.16
2133,경기도,용인시 기흥구,영덕1동,2020-02,63065785,57677680,9.34
2134,경기도,용인시 기흥구,영덕1동,2020-03,87359313,63065785,38.52
2135,경기도,용인시 기흥구,영덕2동,2019-09,4636169,4636169,0.00
2136,경기도,용인시 기흥구,영덕2동,2019-10,13441380,4636169,189.92
2137,경기도,용인시 기흥구,영덕2동,2019-11,13816063,13441380,2.79
2138,경기도,용인시 기흥구,영덕2동,2019-12,16594131,13816063,20.11
2139,경기도,용인시 기흥구,영덕2동,2020-01,21995019,16594131,32.55
2140,경기도,용인시 기흥구,영덕2동,2020-02,25704777,21995019,16.87
2141,경기도,용인시 기흥구,영덕2동,2020-03,35290480,25704777,37.29
2142,경기도,용인시 수지구,구미1동,2019-09,1164560,1164560,0.00
2143,경기도,용인시 수지구,구미1동,2019-10,4106970,1164560,252.66
2144,경기도,용인시 수지구,구미1동,2019-11,4610810,4106970,12.27
2145,경기도,용인시 수지구,구미1동,2019-12,5220840,4610810,13.23
2146,경기도,용인시 수지구,구미1동,2020-01,5014620,5220840,-3.95
2147,경기도,용인시 수지구,구미1동,2020-02,5767886,5014620,15.02
2148,경기도,용인시 수지구,구미1동,2020-03,8801930,5767886,52.60
2149,경기도,용인시 수지구,동천동,2019-09,10155410,10155410,0.00
2150,경기도,용인시 수지구,동천동,2019-10,43993795,10155410,333.21
2151,경기도,용인시 수지구,동천동,2019-11,42943817,43993795,-2.39
2152,경기도,용인시 수지구,동천동,2019-12,52030962,42943817,21.16
2153,경기도,용인시 수지구,동천동,2020-01,67980690,52030962,30.65
2154,경기도,용인시 수지구,동천동,2020-02,67780391,67980690,-0.29
2155,경기도,용인시 수지구,동천동,2020-03,89212612,67780391,31.62
2156,경기도,용인시 수지구,상현1동,2019-09,16546750,16546750,0.00
2157,경기도,용인시 수지구,상현1동,2019-10,50030640,16546750,202.36
2158,경기도,용인시 수지구,상현1동,2019-11,48308681,50030640,-3.44
2159,경기도,용인시 수지구,상현1동,2019-12,64760605,48308681,34.06
2160,경기도,용인시 수지구,상현1동,2020-01,66900730,64760605,3.30
2161,경기도,용인시 수지구,상현1동,2020-02,78726600,66900730,17.68
